Distancia_10;Distancia_50;Distancia_100;Distancia_500;Distancia_1000;Distancia_2000;Distancia_5000
1.29909;2.76088;4.28788;8.9514;13.1759;18.223;28.5372
1.11965;2.93629;3.9372;9.52846;13.287;17.8366;28.4131
0.803003;2.75351;4.10706;9.07203;12.6814;18.0054;28.6035
1.0305;2.75519;4.14141;9.19735;13.1854;18.2623;28.6588
1.31452;3.01382;4.28294;9.13818;12.6715;18.3167;28.7851
1.10291;3.06585;4.33443;8.88831;13.2393;18.3454;28.5185
1.30111;3.18727;4.41079;9.31889;12.9907;18.5835;28.4814
1.2293;2.90041;4.23508;8.88107;12.8325;18.3149;28.4437
0.851568;3.13801;3.96693;8.90406;12.8751;17.8934;28.839
1.11559;2.89212;4.16055;9.15198;12.7189;18.316;28.379
1.28626;2.77972;4.31968;9.41272;12.8185;18.3065;28.5057
0.965164;3.273;3.98566;9.44983;12.8742;18.0184;28.3313
1.45622;3.0952;4.34029;9.13616;13.1392;18.3363;28.4781
1.63645;3.08617;3.92991;8.87233;12.7422;18.519;28.717
1.23723;2.99289;3.72558;8.63705;12.8096;17.7544;28.6481
0.711155;3.25739;4.20023;8.90164;13.2625;18.5799;28.7221
1.44327;3.07702;3.57599;8.82221;13.0708;18.0581;28.4564
1.14821;2.86589;4.20118;8.9411;13.0907;18.3493;28.9958
1.23707;2.88339;4.04032;8.79656;12.9479;18.0216;28.4898
1.04021;3.1243;4.02952;8.93046;13.5281;17.9185;28.787
1.28652;2.86186;4.13901;8.92609;12.9613;18.0611;27.8564
0.699672;2.74568;3.96913;8.60132;13.0036;18.2955;28.2397
0.942534;3.20115;4.04714;8.75523;13.2669;18.1369;29.0129
1.01819;2.78605;4.07606;9.12381;12.9399;17.9824;28.398
0.948948;2.82447;3.87897;9.28077;13.1613;18.1273;28.707
1.35371;3.11202;4.49926;8.68134;12.5455;18.3453;28.8294
1.26264;2.86629;4.36636;8.93237;12.9859;18.2316;28.7719
1.05781;2.59916;3.8835;8.94103;13.252;18.1872;28.494
1.44558;2.8216;3.76981;9.06794;12.9178;17.9958;28.2089
0.861757;3.31715;3.95966;9.47625;12.7318;18.2899;28.8079
0.933309;3.03185;3.80989;9.52535;12.9919;18.0449;28.6619
1.09739;2.46592;4.06492;9.2878;12.9527;18.294;28.6605
1.23093;2.52368;4.12645;8.85825;13.0106;18.5237;28.5969
0.988349;2.75642;3.59343;8.97998;12.8407;17.9604;28.6279
1.4034;2.74908;3.88251;9.19031;12.9459;18.5;28.8654
1.21496;3.00959;4.00313;9.35693;13.1312;17.851;28.7638
1.70217;2.99871;4.0749;9.49078;12.3984;18.1165;28.9585
1.28266;3.25339;3.4139;9.28604;13.2097;17.7915;28.9881
1.20381;3.42823;3.69586;9.88636;13.1674;18.1786;28.5906
1.0812;2.69584;3.94225;9.27879;12.9849;18.2492;28.6904
0.802606;2.89205;3.69982;9.31226;13.1235;18.3811;29.044
1.0247;2.72194;3.98551;9.42877;13.1137;18.1924;28.9879
1.05436;2.9123;3.90159;9.55185;13.1708;17.692;28.7475
1.55983;2.45893;4.32121;9.2876;12.8027;18.0074;28.4877
1.38946;2.9245;3.58115;9.49427;12.7511;17.8177;29.1277
1.41799;2.90758;3.87144;9.14428;12.7476;18.1643;28.4772
1.60477;3.18158;3.9205;9.39072;12.9858;18.0509;29.0522
1.05608;3.04709;3.99112;9.1927;12.9627;18.3299;29.3965
1.14445;3.26407;4.07035;9.04655;12.9481;18.3062;28.8297
1.29847;2.941;3.83323;9.25696;13.0422;18.2279;29.041
1.24621;2.92972;4.03224;9.00694;13.1248;18.2198;29.0164
1.76023;3.15152;4.17232;9.1926;13.0115;17.8718;28.7948
1.19897;2.79238;4.05127;8.69211;13.1344;18.0147;28.9584
1.48296;2.64243;3.77998;9.22629;12.9311;17.7301;29.002
1.06864;2.93191;3.72398;9.30283;12.8983;18.4972;28.7955
1.36888;2.78196;4.18798;8.92311;12.6472;18.2473;28.7148
1.52818;2.99466;3.96082;9.46672;12.7828;18.1896;28.4906
1.38343;2.95765;3.97657;9.15829;13.1734;17.8898;28.7753
1.00265;2.73668;4.00646;9.20954;13.1361;18.1429;28.9193
1.02146;3.06365;3.8943;8.96348;12.8353;17.8719;29.2337
1.33206;2.9985;4.2623;9.45039;12.9326;18.2993;29.1485
0.922982;2.83224;3.84913;9.31528;12.366;18.3607;28.7074
1.16551;2.55434;3.65619;8.95329;13.0912;17.892;28.8026
0.866732;3.26392;4.30515;9.28053;13.1305;17.9455;28.9272
1.10242;2.66557;3.82988;9.15516;12.8412;18.3181;28.6161
1.47704;2.83039;3.56128;9.24864;13.0192;18.0484;28.8155
1.309;2.79113;3.81559;9.32589;12.9399;18.1224;29.1248
1.06331;3.09698;4.0918;9.2138;12.4635;17.7819;28.7741
1.327;3.06256;3.83795;9.30393;12.6262;18.2003;28.7835
1.33476;2.98388;4.21079;9.80372;12.4249;17.9938;28.803
1.22045;3.00977;4.01256;9.07241;12.5982;18.1274;28.7
1.21885;3.36967;3.90799;9.25658;12.9702;18.4512;28.2661
1.33855;3.17078;4.16343;9.08622;12.8566;18.1521;29.091
1.64588;2.92626;3.79969;9.41599;12.5869;18.5632;29.3106
1.61902;3.36067;3.63657;8.97174;12.5837;18.1096;29.2411
1.20432;3.02112;4.0287;9.01927;12.9024;18.2597;28.8614
1.77305;3.45239;3.80111;9.16643;12.8025;18.1105;29.0869
1.49679;2.87972;3.98601;9.29059;13.1488;17.83;28.9808
1.36304;3.09923;3.55457;9.03377;13.1022;17.7076;28.9454
1.3628;2.83477;4.40377;8.65805;12.8473;18.1851;28.6317
1.67771;2.79994;3.6639;8.7365;13.0984;18.1882;28.6969
1.41095;2.94708;3.73665;9.25501;12.6328;18.0278;29.0689
1.51997;3.25124;3.98708;9.08911;12.9069;17.8697;28.6146
1.08911;2.81167;4.06199;9.17789;12.7069;18.1346;28.8406
1.25731;3.21268;4.16393;9.39582;12.6552;18.4449;28.9871
1.14887;2.93918;4.01101;9.11708;12.6557;18.0195;29.08
1.20553;3.15066;3.64561;9.27337;13.4051;18.2908;28.6246
1.08295;3.15974;4.24435;9.32753;12.8863;18.2187;28.9102
0.825923;3.06834;4.09622;9.14595;12.9363;18.1022;28.82
1.23018;3.155;3.7802;9.05791;12.7613;18.2044;28.7283
1.2947;3.0606;3.97158;9.52474;12.8004;18.2059;29.1479
1.27298;2.64762;4.39443;9.15667;12.8106;18.0948;28.9339
1.05456;3.03177;4.21666;9.07622;12.7347;17.9277;28.9147
0.949654;2.83839;3.66444;9.18407;12.922;18.3532;28.8424
1.52577;3.04356;4.55679;9.14115;12.991;18.3568;28.6643
0.951453;2.85526;4.18348;9.81488;12.8127;18.2217;28.8595
1.37416;3.11829;3.93261;9.36357;12.5618;18.0903;28.8287
1.3551;3.17581;4.43508;9.62284;13.0603;17.8156;28.8801
1.04734;2.95056;4.16504;9.48613;12.8235;17.9885;28.7844
1.24535;2.89056;4.36539;9.33034;12.5411;18.1013;28.5982
1.28683;2.96723;3.87167;8.99414;12.8337;17.7244;28.6862
1.3501;2.68023;3.60673;9.11108;13.101;18.1654;28.9736
1.37095;3.32947;4.0058;9.37822;12.8502;18.3391;28.9542
1.464;3.23552;4.30145;9.37539;12.7375;18.034;28.8702
1.29677;2.74992;4.14981;9.05975;13.0013;17.7309;29.4106
1.73325;2.9778;4.25681;9.36987;12.5837;18.4436;28.8166
0.950536;2.76166;3.43765;8.53275;13.2421;17.9237;28.9592
1.43709;2.78957;4.32061;9.28837;13.0854;18.3219;28.6807
0.976336;2.63503;3.83365;9.28838;12.3382;17.9473;28.6815
1.52436;2.99062;3.97132;9.18662;12.7973;18.1197;28.9392
1.08169;3.24931;4.00327;9.52859;12.6609;18.1077;28.5884
1.43182;2.86371;3.76834;9.04013;12.7274;18.2771;29.3115
1.12172;3.20137;3.90219;9.16549;12.8906;18.0781;28.6463
1.30454;2.98986;3.6714;9.05656;12.812;18.325;29.2718
1.4354;2.53838;4.09691;9.63997;13.194;18.0899;29.0586
1.14751;2.97841;3.96399;9.3674;13.0208;18.0347;28.9607
0.998156;2.92191;4.37149;9.53456;12.4013;18.0812;28.8799
1.08056;2.84694;4.35268;9.39902;12.2197;18.4611;28.9459
1.13009;2.8199;3.71812;9.45916;12.5983;18.2452;28.8288
1.09314;2.73722;4.12156;9.12978;12.6605;18.3429;28.6347
0.929383;2.78751;3.56872;9.24296;12.7355;18.1507;29.3814
0.934629;3.1686;3.94735;9.60321;12.9169;17.9588;28.7937
1.26421;2.80331;3.82416;9.01415;12.9917;18.3853;28.7572
1.03106;3.18422;3.73631;9.12217;12.9095;18.1928;29.0213
1.01669;3.54187;3.53062;9.5661;13.1082;18.276;28.7112
1.34864;2.46213;3.89321;9.07102;13.0786;18.2131;28.688
1.24624;3.04685;3.65083;9.38549;13.0403;18.393;28.9387
0.898174;3.07853;4.55691;9.60432;12.627;18.6124;28.7103
1.39526;2.87913;3.67682;9.1712;13.0602;18.0201;28.7645
1.32231;2.96823;4.35365;9.11732;13.0747;18.1196;28.7967
1.45926;2.64412;4.20793;9.15556;12.8196;18.1081;29.1754
1.24866;2.97592;4.17569;9.12436;13.2311;18.1165;29.016
0.838093;2.97553;4.38053;9.25113;13.4156;18.407;28.6971
1.25177;2.7184;4.23279;9.12319;12.998;18.4717;28.6984
1.48058;3.0749;3.79207;9.34592;12.7472;18.1733;28.422
1.2337;3.04282;3.92809;9.48795;13.2547;18.5949;28.6897
1.36326;3.1704;4.09454;9.35707;13.1019;17.6212;28.9843
1.12536;3.14859;4.05136;9.28009;13.2076;18.4799;28.9316
1.21847;3.18098;4.4252;9.02611;12.755;18.0094;28.5055
0.832061;2.55799;4.15328;9.3216;13.3161;18.5101;28.8577
1.14125;3.10343;3.76159;9.14385;12.9039;18.562;28.9868
0.881292;3.0213;4.24273;9.43675;13.1652;18.5619;28.6492
1.21556;2.55906;4.31442;9.08162;13.3903;18.1155;28.8592
1.0251;2.96877;4.24946;9.14093;13.2218;18.2842;29.1251
1.5878;2.46751;4.07082;9.20249;13.4358;18.1362;29.0903
1.11022;2.75149;4.03888;8.99719;12.7553;18.3388;28.8514
1.50419;2.93207;4.20064;9.64855;13.1651;18.0345;28.9378
1.26248;3.12174;3.82499;9.20666;12.8971;18.0228;29.0756
0.999459;2.61643;4.11614;9.2222;12.98;17.8875;28.9793
1.07365;3.14995;4.07565;9.23727;12.5767;18.0321;29.0826
1.14695;2.68933;3.92049;9.22717;12.7739;18.3448;28.4396
1.21799;3.001;4.15133;9.54781;13.1863;18.282;28.6976
1.21699;2.64829;4.37607;9.53152;13.1297;18.2879;28.6769
1.40422;3.31597;3.97091;8.96145;12.851;18.3415;29.4432
1.38241;2.75891;4.1383;9.04788;12.7322;18.305;29.2095
1.35545;2.78125;4.43501;8.96122;12.7856;18.0249;28.9352
0.954524;2.56016;4.30715;9.35018;13.0303;18.0218;28.9249
1.03253;2.83251;4.03776;9.28559;13.2725;18.2295;28.6686
1.6814;2.68856;4.12588;9.2301;13.1203;18.3545;29.1367
1.41228;3.05956;4.36963;9.20992;12.8193;18.267;28.9355
1.05639;2.92012;4.18255;8.96053;12.8646;18.5922;29.3236
1.28174;2.97714;4.25035;8.9047;13.0135;18.4745;29.0414
1.1241;3.17655;4.18022;9.5316;13.0204;18.18;28.9574
1.65604;2.90316;4.25256;9.28379;12.9354;17.9147;28.896
1.61836;3.0786;3.42068;9.42601;12.6416;17.9972;28.9281
1.21668;2.78741;4.00641;9.29714;13.2361;18.4961;28.8679
1.5561;2.52903;3.97089;8.88824;13.2144;17.9029;29.1962
1.20839;2.86885;4.2924;8.90232;12.9323;18.5921;28.8604
1.41598;3.25597;3.78862;9.22226;13.0156;18.725;28.9084
1.28177;2.30602;3.72985;9.27459;12.8374;18.7055;28.7449
1.02673;3.00073;4.02799;9.53192;13.0473;18.1677;28.9139
1.57121;2.92775;4.4078;9.23096;13.1649;18.2887;28.6549
1.28664;2.45007;3.78999;9.19456;13.0797;18.2602;28.9295
1.39957;2.90216;4.10113;9.90985;13.2751;18.4985;28.604
1.29395;2.97885;4.18394;9.67094;13.4245;18.0476;29.0654
0.911332;3.05089;3.9785;9.11707;13.1693;18.3623;28.8859
1.25123;3.15553;4.0908;9.76634;13.0251;18.1093;28.7053
1.54993;2.76668;3.91855;9.26008;13.2767;18.4813;28.679
1.45329;2.74035;3.51869;9.15255;13.2004;17.8999;28.997
1.32011;2.81813;4.43044;9.01426;13.3153;18.2309;28.2606
1.2403;2.99259;4.59046;9.40872;13.4555;18.6425;28.7859
1.34377;2.45674;4.47682;9.27218;13.2079;17.8229;29.3226
1.1153;2.64065;3.88392;8.82728;13.0409;18.1283;28.9957
1.50992;3.03708;4.38463;9.71265;13.0881;18.4004;28.7194
1.27228;2.7836;3.91543;9.48856;13.2245;18.4495;29.1063
1.2486;3.04408;4.41901;9.13571;13.2185;18.5639;28.8215
1.7377;3.2231;3.76012;9.21787;13.146;18.1169;28.5369
1.09502;2.84926;3.8108;9.23275;12.8955;17.8499;28.8134
1.24128;2.89227;4.1839;9.04835;13.0086;18.263;29.0292
1.41315;2.7109;3.91796;9.42024;12.9186;18.509;28.8485
1.5529;2.48584;4.11787;8.84157;12.9542;18.1115;29.335
1.43065;2.79079;3.82589;9.55373;12.9325;18.3225;28.9321
1.40171;2.79533;3.78986;9.08788;13.0029;18.7017;28.9041
1.30896;2.92245;4.4546;9.26955;13.3089;18.2587;28.6538
1.36387;2.68399;3.97255;9.58143;12.7611;18.2913;28.7036
1.23894;2.88787;3.56656;8.95401;13.0468;18.6157;28.9903
1.06965;3.36413;4.00752;9.44763;13.2108;18.113;28.6905
0.928978;2.98383;3.90539;9.19599;12.9615;18.1107;28.7659
1.17765;2.78347;4.03544;9.36554;12.6996;17.8745;28.6217
1.1854;2.59597;3.79368;9.37564;13.1931;18.401;29.3803
1.09664;2.72967;4.3144;9.10067;13.5137;18.3943;29.3578
1.33935;2.72217;3.84007;9.57589;13.313;18.2549;28.6758
1.0736;2.53872;3.90163;9.51684;13.1523;18.2109;29.0193
0.981439;2.65293;4.18896;9.43509;12.8821;18.282;28.6197
0.939832;2.84145;3.93026;9.58783;12.8591;18.1835;29.2469
1.6677;3.00479;4.32789;9.03264;12.7419;18.1426;28.8824
1.5887;3.02312;3.8779;9.21218;13.1801;18.559;28.9607
1.03947;2.98124;4.00054;9.134;12.823;18.2454;28.8521
1.33495;3.19025;3.93381;9.07344;12.9894;17.9456;29.1055
0.848327;3.02396;4.12517;9.40283;12.8655;18.5288;28.644
1.11006;2.93259;4.01479;9.17453;12.954;18.3196;28.8351
1.26524;3.22076;4.18848;9.30332;12.773;18.4537;28.6163
0.779973;2.56999;3.72593;9.4276;13.1199;18.0285;28.6778
1.40102;2.92194;4.02666;9.923;12.9541;17.9082;28.7577
1.29856;3.1634;3.81557;9.06329;12.9299;18.5157;28.7714
1.23742;3.21821;4.27666;9.14068;12.9859;18.3645;28.9966
1.15211;3.11418;3.96767;9.05559;12.6079;18.2532;29.0231
1.34337;3.15707;4.32242;9.53329;13.0744;17.8211;28.55
1.30624;3.1262;3.93582;9.5221;12.9949;18.4422;28.9377
1.25217;2.80521;3.51115;8.90237;12.7877;18.2506;28.8217
1.11289;2.96467;3.77182;9.55035;12.6356;18.6161;28.9454
1.22072;2.92295;4.10998;9.32386;12.827;18.0453;28.9182
1.51942;2.84264;4.26778;9.3154;13.0059;18.2621;28.6753
1.17852;3.04294;3.81557;9.26523;12.5906;18.2199;28.5545
1.26633;2.97363;4.09446;9.03107;13.0788;17.9899;28.9022
1.33752;2.84184;3.59045;9.07904;12.815;18.2897;28.6451
0.692727;2.92169;3.90635;9.45711;12.4802;18.5268;28.6183
1.07952;2.89532;4.2832;9.11825;13.0589;17.9585;28.9642
1.30573;2.77658;4.11294;9.04699;12.7742;18.508;28.6406
1.33712;2.58119;4.12413;8.95304;13.1224;18.2886;29.2382
1.04266;3.37228;3.86927;8.95371;12.6261;18.091;29.145
1.3405;2.5377;4.29137;9.19219;12.6305;18.184;28.7734
1.31039;3.28995;4.1065;9.42285;12.7396;18.1812;29.0268
0.922989;2.68673;3.98769;9.15708;13.1709;17.821;29.0748
0.970143;2.94414;4.4489;9.39725;12.6184;18.044;28.6119
1.27295;2.80171;4.35755;8.99854;12.5513;18.4668;28.6717
0.86335;3.01777;3.67842;9.17173;12.7737;18.364;29.0035
1.17513;3.11055;3.94482;9.32748;12.8339;17.9338;28.9224
1.50013;3.39851;3.84158;9.64234;12.9294;18.0294;28.6749
1.2435;3.17302;4.02807;9.44597;12.7611;18.0223;29.0681
1.36501;2.91502;4.28608;9.44387;12.9521;18.3784;29.0255
0.799232;3.09172;3.97857;9.26793;12.8975;18.0758;28.7935
0.993642;3.16707;3.76718;9.39158;12.7231;18.6667;28.8503
1.46538;3.08484;4.34318;9.32759;13.1085;18.6465;28.8987
1.46995;3.26874;4.02232;9.15973;13.0184;18.4066;29.0231
1.37135;2.92275;3.99894;8.81641;13.0793;17.9648;29.1522
1.2384;3.1248;4.20342;9.42901;13.0158;18.305;28.7728
1.19956;2.99803;4.08925;9.10667;13.335;18.5268;28.8216
1.40059;3.03099;4.25477;9.21206;13.0348;18.228;28.9933
1.4803;2.9382;4.20632;9.48869;12.7867;18.0513;28.9976
0.665218;2.68196;4.37864;9.2347;12.9615;18.1434;29.0587
1.41002;2.99428;4.05452;9.15638;12.7716;18.2154;29.1811
0.951557;2.99545;3.85024;9.49061;13.0556;18.5813;28.9075
1.5346;3.46554;3.84731;8.88501;12.7924;18.2752;28.7018
1.09435;2.93878;3.76968;9.38365;12.8718;18.0598;29.1416
0.776997;3.48003;3.7048;9.44237;12.6948;18.0138;28.7145
1.34259;2.82225;4.28296;9.36138;12.7847;18.1429;28.8531
1.12558;2.86269;3.94684;9.23646;12.7708;17.7972;28.9733
0.846957;3.01521;3.99327;9.13062;12.6297;18.384;28.8899
0.924314;2.88343;3.94816;9.20356;12.8876;18.0443;28.7135
0.972785;2.92965;3.97834;9.18652;12.5433;18.1395;28.7873
1.31332;2.98566;3.49358;9.17509;13.1691;18.0021;28.9203
1.37505;3.05987;3.78459;9.02358;12.7886;18.3473;28.6705
1.43165;2.89321;3.95821;9.44524;13.1541;17.9996;28.7947
1.18468;3.11426;4.18239;9.07517;12.4545;17.9528;28.5785
1.19947;3.36026;4.39016;9.26093;12.7711;18.1974;28.9707
1.33034;3.11968;3.98166;9.715;12.6492;18.0246;28.8191
1.13855;3.23885;3.91425;9.46715;13.0202;18.5154;29.0771
1.22143;2.58453;4.09171;8.8698;12.9341;18.0451;29.0697
1.38591;3.44491;3.53636;9.45638;12.4018;18.3102;28.3871
1.22352;3.11647;3.60674;9.48486;13.0425;17.997;28.9371
1.39771;3.43995;3.68691;9.11811;12.3786;18.5136;29.0641
0.879193;3.46297;3.75964;9.25276;12.6546;18.0717;28.9252
1.37309;3.57525;4.04832;9.28938;12.5701;18.3129;28.7734
0.772536;3.12317;4.06673;9.19783;12.8955;18.2387;28.8054
1.44752;2.99191;3.70641;9.15357;12.739;18.0803;29.2518
1.26807;2.72658;3.62531;9.4296;12.5633;18.3956;28.7858
1.39289;2.97891;4.11873;8.87475;12.4441;18.4285;28.8147
1.20401;3.25038;4.15236;9.19866;12.5292;18.1473;28.6408
1.23285;2.94068;3.50448;9.21159;13.1097;18.4167;29.1237
1.05915;3.07116;4.02458;9.15345;12.7958;18.4571;29.0153
0.956718;2.9453;4.06697;9.55201;12.7407;17.586;28.5705
1.07518;3.0598;3.93987;9.45565;13.1027;18.1498;28.8281
1.26032;3.33642;4.01722;9.23229;12.5413;18.2582;28.9143
1.41631;3.11481;3.74082;9.16958;12.7066;18.2519;29.1411
1.03667;2.77507;4.00973;9.13779;13.0907;18.2699;28.9342
1.00629;2.8507;3.78476;9.24868;12.8928;18.3002;29.3231
1.16981;3.34673;3.6618;9.39742;12.9458;18.168;29.0093
1.23599;3.09996;4.08051;9.31805;12.5625;18.2254;28.8281
1.25349;3.02752;3.59003;9.34058;12.9653;18.1793;29.1439
1.46146;2.64909;4.04398;9.18961;12.9295;18.5597;28.6617
1.25171;2.87019;3.81228;9.25629;12.9241;18.5341;29.0737
1.56032;3.01354;4.29742;8.95575;13.3344;18.0113;29.1775
1.333;2.81522;4.29118;8.6475;12.7602;18.1693;28.8989
1.49214;2.89099;3.89687;9.10198;12.9161;18.1028;28.9588
1.5618;3.09023;4.11354;8.90233;12.5605;18.2837;28.7959
1.27992;3.05994;4.06289;9.50654;12.9337;18.0763;28.922
1.55505;2.25901;4.21039;9.15291;13.1749;17.8228;29.07
1.7841;3.2099;4.13069;8.96498;12.9839;18.0802;28.5235
1.18194;2.60337;4.23205;9.25598;12.7547;18.1941;29.1392
1.32071;3.08677;4.06964;8.90451;12.9195;18.3748;29.1482
1.35727;2.98824;4.59309;8.75003;13.1906;18.3179;28.7872
1.46791;2.6374;3.72773;9.11001;12.9538;18.7891;29.1359
1.35725;3.28304;3.86756;9.01547;12.7475;17.9217;28.5711
1.52527;3.00861;4.32192;8.56256;13.1878;18.5822;28.7646
1.24654;3.28548;3.91563;9.0117;12.6707;17.8889;29.1882
1.46303;3.047;4.18304;9.46416;13.1799;18.2095;28.6911
1.43185;3.11145;4.4369;9.12746;12.4782;18.2273;28.9527
1.22466;2.44552;4.29915;9.13359;12.6927;17.9113;28.9842
1.57213;3.03893;3.44367;8.95174;12.704;18.6779;28.9482
0.68457;2.79087;3.8539;9.03004;12.8907;18.473;28.7892
1.27732;3.22706;4.19013;9.00169;12.7636;18.5505;28.2227
1.51425;2.87085;4.34578;9.01752;12.9657;17.8191;29.0971
1.44105;2.70519;4.25221;8.87613;13.059;18.4835;28.9741
1.09983;3.07824;3.87326;8.90376;13.0781;18.2679;28.9192
1.50504;2.71624;4.12909;8.85503;12.9615;18.4238;28.7738
1.70005;2.86319;3.85713;8.93502;12.2115;18.2376;28.5681
0.733981;2.93833;4.2718;8.99992;12.6259;18.3638;29.1743
1.32667;2.95796;4.15369;9.09447;12.9565;18.2769;28.9543
1.59448;3.09424;4.03838;8.5734;12.8077;18.1604;28.9838
0.927214;2.58559;3.68116;9.30842;12.6763;18.4372;28.7106
1.45296;2.7971;4.35034;9.36657;13.0392;18.0746;28.6815
1.59193;3.37851;4.07213;9.00344;12.9201;17.9304;28.5222
1.39793;3.05559;4.04182;8.85484;12.5388;18.1446;28.8619
1.54449;2.87092;4.38524;8.86486;12.7722;17.9425;28.9996
1.17671;2.32585;3.98565;9.07703;13.1386;18.2516;28.9095
1.17632;3.01439;4.47914;8.78387;13.0367;18.4203;28.775
1.44692;2.68285;4.29094;8.69989;13.1446;18.2852;29.3563
1.54526;2.65021;4.37164;9.20243;12.9248;18.6437;28.6405
1.23868;2.95301;4.29911;9.04223;12.7098;18.3751;29.1891
1.18077;2.96287;4.12867;8.68254;13.0022;18.2038;28.5437
1.02919;3.24421;4.40488;8.94257;12.6895;18.1582;28.824
1.76837;2.68178;4.52186;9.04695;13.3865;18.159;28.885
1.51089;2.58764;4.02306;9.04605;12.9743;17.9273;29.0064
1.11769;2.45252;4.00676;8.52466;12.5929;18.4816;28.3998
1.35847;3.01984;4.33661;9.23792;12.7489;17.9385;29.0525
0.923755;3.18609;4.04474;8.97903;12.7497;18.043;28.5328
1.3787;2.87621;3.81643;9.16276;12.486;18.355;28.8722
1.1346;2.4896;4.18573;9.00817;13.0111;17.9819;28.8254
1.38956;2.89554;4.13416;8.91629;12.8705;18.1179;28.9561
1.55423;2.89782;4.49272;9.09729;12.8706;18.1188;28.6639
1.16668;2.70188;3.71158;9.17609;13.1111;18.2032;28.4411
1.14914;2.79603;3.81712;8.6005;12.9252;18.1601;28.6117
1.4921;2.87238;3.92085;8.92504;12.8417;18.154;28.9125
1.25724;2.7388;4.13155;9.19352;12.8852;18.0024;28.7433
1.2307;3.09161;4.39253;9.16617;12.3968;18.323;29.0773
1.52372;2.59119;4.20312;9.299;12.6307;18.6142;28.7905
1.50295;2.72347;3.95261;8.72498;12.9426;18.0299;28.7762
1.75084;2.95793;4.21801;8.9879;12.9611;18.265;28.9527
1.29622;2.9449;4.27247;9.11678;13.2773;18.1722;28.5202
1.50298;2.73345;3.99121;9.06332;12.7971;17.7287;28.7924
1.35307;2.39805;4.24114;9.12964;12.6411;18.1768;29.2087
1.65755;3.25721;4.4082;8.99974;12.9333;18.3316;28.5424
1.60916;2.84005;4.03646;8.76954;13.0326;17.9331;28.8482
1.68815;2.47047;4.44006;8.98606;12.775;18.2715;28.8124
1.46526;3.04002;3.76333;9.02923;12.7681;18.4917;28.8136
1.20567;3.22753;3.80216;9.08003;12.9562;17.9743;29.1084
1.42988;3.04067;3.96486;9.18821;13.0992;18.3809;28.951
1.02284;3.17979;4.11167;9.23383;12.5744;17.8655;28.6872
1.37711;2.93079;4.2782;9.14998;12.8119;18.219;29.0785
1.15373;2.75609;4.27239;8.98154;12.8514;18.1783;28.9514
1.43863;3.10215;4.22649;8.88374;13.323;18.3702;28.8265
1.19907;2.6727;4.4626;9.00635;13.2198;17.9273;28.9753
1.45974;2.52487;4.15563;8.8938;12.9989;18.0489;28.5666
1.16887;3.2034;4.0805;9.4323;12.7331;18.2515;29.2767
1.40326;2.68201;4.00393;9.50232;12.9571;18.0139;28.572
1.1043;2.71525;3.43874;9.26725;13.0157;18.1403;28.998
1.59522;2.92965;4.00025;8.82504;12.7946;18.1241;28.6224
1.62715;2.46451;4.05649;9.09964;12.6319;18.297;28.9363
1.0668;2.42113;4.00814;9.24646;12.9914;18.2898;28.8313
1.13628;2.63981;3.83525;8.9522;12.715;17.7768;28.6501
1.42941;2.85983;3.95797;9.20642;12.8295;18.2122;28.7385
1.4881;3.02304;4.33106;8.89347;12.7361;17.8301;28.961
1.61787;3.09935;3.94023;8.93061;12.8467;17.9772;28.7774
1.56336;2.97365;3.93085;9.14599;12.8325;18.2404;28.9848
1.54306;3.01655;3.89324;9.15834;12.9139;18.0701;29.1035
0.875485;2.51576;3.77176;9.15601;13.0538;17.9922;28.5044
1.63038;2.76132;3.98225;9.20194;13.222;17.8584;28.6485
1.33434;3.18098;4.23171;9.31416;12.9153;18.4565;28.768
1.24051;2.90046;4.30236;9.57552;13.0022;18.0952;29.1778
1.27754;2.96844;4.01917;9.38623;13.0316;18.0601;28.8742
1.30093;3.00179;3.70205;8.94112;12.8258;17.966;28.6758
1.73908;3.13093;3.34727;8.99615;12.9846;18.1143;29.0175
1.46761;2.72861;3.55559;9.17013;13.0109;18.1206;29.2414
1.08445;3.1218;4.05446;8.96531;13.1156;18.333;28.7796
1.39436;2.79875;4.05723;9.19541;12.6749;18.2143;29.2256
1.30619;3.4204;4.10178;9.19821;12.6945;18.3128;28.8781
1.77585;3.21221;3.60921;9.11519;12.7309;17.8064;28.7034
1.71359;2.92301;4.20815;8.84038;13.0394;18.0726;29.235
1.60431;2.89921;3.56447;9.044;13.0939;18.1975;28.7759
1.42764;3.36086;4.11248;9.40869;13.1853;17.9732;28.6827
1.04854;2.98847;3.71281;9.55224;13.1562;18.1799;28.6661
1.07545;3.05175;3.60045;8.86415;12.6448;18.3453;29.0055
1.35524;3.05217;4.36744;9.38795;12.7143;18.4068;28.7938
1.29195;2.99108;4.07393;9.06539;12.8163;18.3168;28.7494
0.515641;3.21999;4.16527;9.02747;13.0257;17.8186;29.1919
1.72588;3.3697;3.92272;8.72246;13.2963;17.8369;28.884
1.46838;2.76507;4.11322;9.06086;12.8352;18.1784;28.9587
1.73383;3.38956;4.05897;9.24129;13.0183;18.3509;29.0116
1.19937;3.27353;3.79724;8.83137;12.9578;18.2054;29.0297
1.09105;3.27866;3.84833;8.98432;12.7602;17.5124;28.8713
1.16363;3.2397;4.0109;8.87419;13.0089;18.0882;29.134
